,,,"Newell County, Municipal district [Census subdivision], Alberta",,,,,,"Alberta [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Mother tongue","            Romanian",,       5,,       0,,       0,,    8035,,    4080,,    3955,
"Mother tongue","            Spanish",,      30,,      15,,      15,,   56370,,   28160,,   28205,
"Mother tongue","            Italic (Romance) languages; n.i.e.",,       0,,       0,,       0,,      35,,      20,,      15,
"Mother tongue","        Japanese",,       5,,       5,,       0,,    4875,,    1715,,    3160,
"Mother tongue","        Kartvelian languages",,       0,,       0,,       0,,     230,,     130,,     105,
"Mother tongue","          Georgian",,       0,,       0,,       0,,     230,,     130,,     100,
"Mother tongue","        Korean",,       5,,       5,,       0,,   17920,,    8485,,    9435,
"Mother tongue","        Mongolic languages",,       0,,       0,,       0,,     545,,     255,,     290,
"Mother tongue","          Mongolian",,       0,,       0,,       0,,     540,,     255,,     290,
"Mother tongue","        Niger-Congo languages",,       5,,       5,,       0,,   15360,,    7870,,    7495,
"Mother tongue","          Akan (Twi)",,       0,,       5,,       0,,    1755,,     915,,     835,
"Mother tongue","          Bamanankan",,       0,,       0,,       0,,      35,,      20,,      15,
"Mother tongue","          Edo",,       0,,       0,,       0,,     275,,     155,,     120,
"Mother tongue","          Ewe",,       0,,       0,,       0,,     245,,     145,,     100,
"Mother tongue","          Fulah (Pular; Pulaar; Fulfulde)",,       0,,       0,,       0,,     230,,     120,,     100,
"Mother tongue","          Ga",,       0,,       0,,       0,,     145,,      80,,      65,
"Mother tongue","          Ganda",,       0,,       0,,       0,,     280,,     145,,     135,
"Mother tongue","          Igbo",,       0,,       0,,       0,,    1165,,     625,,     540,
"Mother tongue","          Lingala",,       0,,       0,,       0,,     270,,     130,,     140,
"Mother tongue","          Rundi (Kirundi)",,       0,,       0,,       0,,     605,,     305,,     295,
"Mother tongue","          Kinyarwanda (Rwanda)",,       0,,       0,,       0,,     805,,     405,,     400,
"Mother tongue","          Shona",,       0,,       0,,       0,,    1100,,     545,,     555,
"Mother tongue","          Swahili",,       0,,       0,,       0,,    2380,,    1160,,    1215,
"Mother tongue","          Wolof",,       0,,       0,,       0,,     280,,     165,,     110,
"Mother tongue","          Yoruba",,       0,,       0,,       0,,    2435,,    1305,,    1125,
"Mother tongue","          Niger-Congo languages; n.i.e.",,       0,,       0,,       0,,    3370,,    1640,,    1735,
"Mother tongue","        Nilo-Saharan languages",,       0,,       0,,       0,,    2720,,    1395,,    1330,
"Mother tongue","          Dinka",,       0,,       0,,       0,,    1345,,     705,,     640,
"Mother tongue","          Nilo-Saharan languages; n.i.e.",,       0,,       0,,       0,,    1375,,     685,,     690,
"Mother tongue","        Sign languages",,       0,,       0,,       0,,     830,,     440,,     390,
"Mother tongue","          American Sign Language",,       0,,       0,,       0,,     335,,     165,,     165,
"Mother tongue","          Quebec Sign Language",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Sign languages; n.i.e",,       0,,       0,,       0,,     495,,     275,,     225,
"Mother tongue","        Sino-Tibetan languages",,      10,,       5,,       0,,  122450,,   57740,,   64705,
"Mother tongue","          Chinese languages",,      10,,       5,,       5,,  120375,,   56675,,   63700,
"Mother tongue","            Cantonese",,       5,,       5,,       0,,   59145,,   27755,,   31385,
"Mother tongue","            Hakka",,       0,,       0,,       0,,     990,,     465,,     530,
"Mother tongue","            Mandarin",,       5,,       0,,       0,,   50660,,   23940,,   26720,
"Mother tongue","            Min Dong",,       0,,       0,,       0,,     115,,      50,,      65,
"Mother tongue","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,       5,,       0,,       0,,    3060,,    1375,,    1695,
"Mother tongue","            Wu (Shanghainese)",,       0,,       0,,       0,,     630,,     305,,     330,
"Mother tongue","            Chinese; n.o.s.",,       0,,       0,,       5,,    5725,,    2770,,    2955,
"Mother tongue","            Chinese languages; n.i.e.",,       0,,       0,,       0,,      40,,      15,,      25,
"Mother tongue","          Tibeto-Burman languages",,       0,,       0,,       0,,    2075,,    1065,,    1005,
"Mother tongue","            Burmese",,       0,,       0,,       0,,     430,,     230,,     200,
"Mother tongue","            Karenic languages",,       0,,       0,,       0,,     795,,     415,,     380,
"Mother tongue","            Tibetan",,       0,,       0,,       0,,     575,,     295,,     275,
"Mother tongue","            Tibeto-Burman languages; n.i.e.",,       0,,       0,,       0,,     275,,     130,,     140,
"Mother tongue","        Tai-Kadai languages",,       5,,       0,,       5,,    2670,,     955,,    1710,
"Mother tongue","          Lao",,       0,,       0,,       0,,    1020,,     485,,     535,
"Mother tongue","          Thai",,       5,,       5,,       5,,    1630,,     465,,    1165,
"Mother tongue","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,      20,,      10,,      15,
"Mother tongue","        Turkic languages",,       0,,       0,,       0,,    4050,,    2250,,    1800,
"Mother tongue","          Azerbaijani",,       0,,       0,,       0,,     365,,     215,,     155,
"Mother tongue","          Turkish",,       0,,       0,,       0,,    3140,,    1760,,    1375,
"Mother tongue","          Uyghur",,       0,,       0,,       0,,     130,,      70,,      60,
"Mother tongue","          Uzbek",,       0,,       0,,       0,,     205,,     115,,      90,
"Mother tongue","          Turkic languages; n.i.e.",,       0,,       0,,       0,,     215,,      95,,     120,
"Mother tongue","        Uralic languages",,      10,,       5,,       5,,    7470,,    3600,,    3870,
"Mother tongue","          Estonian",,       0,,       0,,       0,,     190,,      90,,     105,
"Mother tongue","          Finnish",,       0,,       0,,       0,,     810,,     330,,     480,
"Mother tongue","          Hungarian",,       5,,       5,,       5,,    6470,,    3185,,    3285,
"Mother tongue","          Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Other languages; n.i.e.",,       0,,       0,,       0,,     690,,     415,,     280,
"Mother tongue","  Multiple responses",,      70,,      35,,      40,,   92070,,   44900,,   47175,
"Mother tongue","    English and French",,      10,,       5,,       5,,   10230,,    4950,,    5280,
"Mother tongue","    English and non-official language",,      55,,      30,,      30,,   77520,,   37815,,   39705,
"Mother tongue","    French and non-official language",,       5,,       0,,       5,,    2685,,    1375,,    1305,
"Mother tongue","    English; French and non-official language",,       5,,       5,,       0,,    1640,,     760,,     880,
"Language spoken most often at home","Total - Language spoken most often at home for the total population excluding institutional residents - 100% data",19,    7525,,    3885,,    3640,, 4026655,, 2020510,, 2006145,
"Language spoken most often at home","  Single responses",,    7340,,    3795,,    3550,, 3837615,, 1928230,, 1909385,
"Language spoken most often at home","    Official languages",,    6145,,    3200,,    2945,, 3354885,, 1690490,, 1664395,
"Language spoken most often at home","      English",,    6130,,    3190,,    2935,, 3327255,, 1676360,, 1650895,
"Language spoken most often at home","      French",,      15,,       5,,      10,,   27630,,   14130,,   13500,
"Language spoken most often at home","    Non-official languages",,    1200,,     595,,     605,,  482725,,  237740,,  244990,
"Language spoken most often at home","      Aboriginal languages",,       0,,       0,,       0,,    9970,,    4940,,    5020,
"Language spoken most often at home","        Algonquian languages",,       0,,       0,,       0,,    7175,,    3575,,    3605,
"Language spoken most often at home","          Blackfoot",,       0,,       0,,       0,,    1110,,     555,,     555,
"Language spoken most often at home","          Cree-Montagnais languages",,       0,,       0,,       0,,    5875,,    2925,,    2945,
"Language spoken most often at home","            Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Montagnais (Innu)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Moose Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Naskapi",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Northern East Cree",,       0,,       0,,       0,,      20,,      10,,      10,
"Language spoken most often at home","            Plains Cree",,       0,,       0,,       0,,     125,,      60,,      60,
"Language spoken most often at home","            Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Swampy Cree",,       0,,       0,,       0,,       5,,       0,,       5,
"Language spoken most often at home","            Woods Cree",,       0,,       0,,       0,,     600,,     300,,     295,
"Language spoken most often at home","            Cree; n.o.s.",,       0,,       0,,       0,,    5120,,    2540,,    2575,
"Language spoken most often at home","          Eastern Algonquian languages",,       0,,       0,,       0,,       5,,       5,,       5,
"Language spoken most often at home","            Malecite",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Mi'kmaq",,       0,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","          Ojibway-Potawatomi languages",,       0,,       0,,       0,,     190,,      95,,      95,
"Language spoken most often at home","            Algonquin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Ojibway",,       0,,       0,,       0,,     185,,      90,,      95,
"Language spoken most often at home","            Oji-Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Ottawa (Odawa)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Athabaskan languages",,       0,,       0,,       0,,     620,,     320,,     300,
"Language spoken most often at home","          Northern Athabaskan languages",,       0,,       0,,       0,,     620,,     325,,     300,
"Language spoken most often at home","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Beaver",,       0,,       0,,       0,,      10,,       5,,       0,
"Language spoken most often at home","            Carrier",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Chilcotin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Dene",,       0,,       0,,       0,,     540,,     280,,     260,
